Latitude,Longitude,POC,State,County,City,Site.Code,n
35.105193,-92.427859,1,Arkansas,Faulkner,Conway,05-045-0002,1327
35.105193,-92.427859,2,Arkansas,Faulkner,Conway,05-045-0002,663
35.111944,-98.252778,1,Oklahoma,Caddo,Anadarko,40-015-9008,618
35.111944,-98.252778,2,Oklahoma,Caddo,Anadarko,40-015-9008,409
35.115968,-87.469954,1,Tennessee,Lawrence,Loretto,47-099-0002,1438
35.115968,-87.469954,3,Tennessee,Lawrence,Loretto,47-099-0002,906
35.116878,-87.419725,3,Tennessee,Lawrence,Loretto,47-099-0003,1734
35.129722,-96.490556,1,Oklahoma,Seminole,Wewoka,40-133-9006,281
35.1343,-106.5852,1,New Mexico,Bernalillo,Albuquerque,35-001-0023,10102
35.1343,-106.5852,2,New Mexico,Bernalillo,Albuquerque,35-001-0023,3186
35.139589,-80.847294,1,North Carolina,Mecklenburg,Charlotte,37-119-0040,81
35.1443,-106.60468,1,New Mexico,Bernalillo,Albuquerque,35-001-0026,2409
35.147591,-90.176483,1,Arkansas,Crittenden,West Memphis,05-035-0004,524
35.151194,-90.041559,1,Tennessee,Shelby,Memphis,47-157-0024,616
35.151194,-90.041559,2,Tennessee,Shelby,Memphis,47-157-0024,14
35.151283,-80.866983,1,North Carolina,Mecklenburg,Charlotte,37-119-0042,2077
35.151283,-80.866983,2,North Carolina,Mecklenburg,Charlotte,37-119-0042,622
35.151283,-80.866983,3,North Carolina,Mecklenburg,Charlotte,37-119-0042,694
35.151699,-89.850249,1,Tennessee,Shelby,Memphis,47-157-0075,946
35.151699,-89.850249,2,Tennessee,Shelby,Memphis,47-157-0075,446
35.151699,-89.850249,3,Tennessee,Shelby,Memphis,47-157-0075,424
35.16126,-89.87065,1,Tennessee,Shelby,Memphis,47-157-0100,539
35.16126,-89.87065,2,Tennessee,Shelby,Memphis,47-157-0100,1426
35.168894,-90.021537,1,Tennessee,Shelby,Memphis,47-157-0047,3841
35.168894,-90.021537,2,Tennessee,Shelby,Memphis,47-157-0047,315
35.176181,-85.253291,1,Tennessee,Hamilton,Chattanooga,47-065-0032,101
35.184167,-89.930278,1,Tennessee,Shelby,Memphis,47-157-0038,2610
35.1852,-106.50815,1,New Mexico,Bernalillo,Albuquerque,35-001-1012,2530
35.186278,-94.786643,1,Oklahoma,Le Flore,Not in a city,40-079-0467,71
35.19324,-106.613815,1,New Mexico,Bernalillo,North Valley,35-001-1013,2515
35.197288,-90.193141,1,Arkansas,Crittenden,Marion,05-035-0005,2008
35.201592,-101.909275,1,Texas,Potter,Amarillo,48-375-0320,470
35.201592,-101.909275,2,Texas,Potter,Amarillo,48-375-0320,2158
35.206111,-111.652777,1,Arizona,Coconino,Flagstaff,04-005-1008,760
35.210016,-101.832384,1,Texas,Potter,Amarillo,48-375-0005,580
35.213171,-80.874084,1,North Carolina,Mecklenburg,Charlotte,37-119-0045,242
35.213171,-80.874084,3,North Carolina,Mecklenburg,Charlotte,37-119-0045,2502
35.22542,-80.882572,1,North Carolina,Mecklenburg,Charlotte,37-119-0010,2076
35.2318,-77.5669,1,North Carolina,Lenoir,Kinston,37-107-0004,1654
35.233476,-85.181581,1,Tennessee,Hamilton,Soddy-Daisy,47-065-1011,846
35.238098,-106.650026,1,New Mexico,Sandoval,Rio Rancho Estates,35-043-1003,1142
35.2401,-80.785683,1,North Carolina,Mecklenburg,Charlotte,37-119-0041,5271
35.2401,-80.785683,3,North Carolina,Mecklenburg,Charlotte,37-119-0041,3263
35.24894,-91.715596,1,Arkansas,White,Searcy,05-145-0001,1266
35.253056,-81.153333,1,North Carolina,Gaston,Gastonia,37-071-0016,1572
35.253056,-81.153333,2,North Carolina,Gaston,Gastonia,37-071-0016,265
35.25651,-120.6693,1,California,San Luis Obispo,San Luis Obispo,06-079-2006,324
35.25651,-120.6693,3,California,San Luis Obispo,San Luis Obispo,06-079-2006,6410
35.259502,-120.64472,1,California,San Luis Obispo,San Luis Obispo,06-079-2020,421
35.259775,-93.10005,1,Arkansas,Pope,Russellville,05-115-0003,1457
35.263165,-79.836636,1,North Carolina,Montgomery,Candor,37-123-0001,1793
35.263165,-79.836636,2,North Carolina,Montgomery,Candor,37-123-0001,18
35.263165,-79.836636,3,North Carolina,Montgomery,Candor,37-123-0001,5497
35.281791,-80.851473,3,North Carolina,Mecklenburg,Charlotte,37-119-0048,1245
35.283864,-120.655171,1,California,San Luis Obispo,San Luis Obispo,06-079-2002,318
35.3041,-80.88865,1,North Carolina,Mecklenburg,Not in a city,37-119-0043,2716
35.320105,-97.484099,3,Oklahoma,Cleveland,Moore,40-027-0049,6012
35.324636,-118.997627,1,California,Kern,Bakersfield,06-029-0016,2383
35.348126,-96.903356,1,Oklahoma,Pottawatomie,Shawnee,40-125-0054,51
35.356615,-119.062613,1,California,Kern,Bakersfield,06-029-0014,6853
35.356615,-119.062613,2,California,Kern,Bakersfield,06-029-0014,1088
35.369214,-77.993893,1,North Carolina,Wayne,Goldsboro,37-191-0005,1493
35.369214,-77.993893,3,North Carolina,Wayne,Goldsboro,37-191-0005,1499
35.378153,-89.83447,1,Tennessee,Shelby,Millington,47-157-1004,799
35.385574,-119.015009,1,California,Kern,Bakersfield,06-029-0010,1566
35.385574,-119.015009,3,California,Kern,Bakersfield,06-029-0010,400
35.385574,-119.015009,4,California,Kern,Bakersfield,06-029-0010,523
35.389672,-94.424288,1,Arkansas,Sebastian,Fort Smith,05-131-0008,1207
35.389672,-94.424288,2,Arkansas,Sebastian,Fort Smith,05-131-0008,561
35.40814,-94.524413,1,Oklahoma,Sequoyah,Roland,40-135-9021,1266
35.40814,-94.524413,2,Oklahoma,Sequoyah,Roland,40-135-9021,107
35.4325,-79.2887,3,North Carolina,Lee,Sanford,37-105-0002,1261
35.434767,-83.442133,1,North Carolina,Swain,Bryson City (RR name Bryson),37-173-0002,1318
35.434767,-83.442133,3,North Carolina,Swain,Bryson City (RR name Bryson),37-173-0002,8312
35.450115,-84.596195,1,Tennessee,McMinn,Athens,47-107-1002,1364
35.450115,-84.596195,3,Tennessee,McMinn,Athens,47-107-1002,2866
35.466767,-83.277928,1,North Carolina,Jackson,Not in a city,37-099-0006,2249
35.466767,-83.277928,2,North Carolina,Jackson,Not in a city,37-099-0006,1134
35.47292,-97.52709,1,Oklahoma,Oklahoma,Oklahoma City,40-109-0035,4155
35.47292,-97.52709,2,Oklahoma,Oklahoma,Oklahoma City,40-109-0035,727
35.489167,-82.9875,1,North Carolina,Haywood,Waynesville,37-087-0010,944
35.490338,-97.486983,1,Oklahoma,Oklahoma,Oklahoma City,40-109-0038,1114
35.49158,-120.66804,1,California,San Luis Obispo,Atascadero,06-079-8001,591
35.49158,-120.66804,2,California,San Luis Obispo,Atascadero,06-079-8001,587
35.49158,-120.66804,3,California,San Luis Obispo,Atascadero,06-079-8001,4042
35.49453,-120.66617,3,California,San Luis Obispo,Atascadero,06-079-8002,4577
35.50307,-97.577981,1,Oklahoma,Oklahoma,Oklahoma City,40-109-0097,290
35.50307,-97.577981,3,Oklahoma,Oklahoma,Oklahoma City,40-109-0097,2540
35.50575,-82.97918,1,North Carolina,Haywood,Waynesville,37-087-0012,954
35.5064,-106.7222,1,New Mexico,Sandoval,Zia Pueblo,35-043-9011,296
35.5064,-106.7222,2,New Mexico,Sandoval,Zia Pueblo,35-043-9011,53
35.50642,-106.722811,1,New Mexico,Sandoval,Not in a city,35-043-9003,97
35.50642,-106.722811,2,New Mexico,Sandoval,Not in a city,35-043-9003,101
35.507083,-80.617845,1,North Carolina,Cabarrus,Kannapolis,37-025-0004,596
35.516019,-98.96729,1,Oklahoma,Custer,Clinton,40-039-0852,180
35.540017,-113.410782,1,Arizona,Mohave,Peach Springs,04-015-1000,557
35.551868,-80.395039,1,North Carolina,Rowan,Rockwell,37-159-0021,1282
35.551868,-80.395039,2,North Carolina,Rowan,Rockwell,37-159-0021,280
35.551868,-80.395039,3,North Carolina,Rowan,Rockwell,37-159-0021,1771
35.581174,-94.830059,1,Oklahoma,Sequoyah,Marble City Community,40-135-9015,463
35.581174,-94.830059,2,Oklahoma,Sequoyah,Marble City Community,40-135-9015,126
35.59095,-78.4622,1,North Carolina,Johnston,Not in a city,37-101-0002,1033
35.59095,-78.4622,3,North Carolina,Johnston,Not in a city,37-101-0002,3551
35.594328,-77.385798,1,North Carolina,Pitt,Greenville,37-147-0005,1027
35.594328,-77.385798,2,North Carolina,Pitt,Greenville,37-147-0005,454
35.595689,-81.401753,1,North Carolina,Catawba,Hickory,37-035-0005,189
35.6062,-82.5844,1,North Carolina,Buncombe,Asheville,37-021-0034,2235
35.6062,-82.5844,2,North Carolina,Buncombe,Asheville,37-021-0034,1120
35.6062,-82.5844,3,North Carolina,Buncombe,Asheville,37-021-0034,3614
35.6062,-82.5844,7,North Carolina,Buncombe,Asheville,37-021-0034,19
35.609722,-88.815556,1,Tennessee,Madison,Jackson,47-113-0004,362
35.609722,-88.815556,2,Tennessee,Madison,Jackson,47-113-0004,358
35.610031,-106.34836,1,New Mexico,Sandoval,Not in a city,35-043-9001,103
35.613044,-97.99325,1,Oklahoma,Canadian,Not in a city,40-017-9001,276
35.614131,-97.475083,1,Oklahoma,Oklahoma,Oklahoma City,40-109-1037,3484
35.614131,-97.475083,3,Oklahoma,Oklahoma,Oklahoma City,40-109-1037,5598
35.615306,-106.725034,1,New Mexico,Sandoval,Not in a city,35-043-9004,468
35.615306,-106.725034,2,New Mexico,Sandoval,Not in a city,35-043-9004,412
35.61975,-106.07968,1,New Mexico,Santa Fe,Not in a city,35-049-0021,3079
35.62109,-117.67296,1,California,Kern,Ridgecrest,06-029-0015,1142
35.637283,-91.188906,1,Arkansas,Jackson,Newport,05-067-0001,1739
35.637283,-91.188906,4,Arkansas,Jackson,Newport,05-067-0001,110
35.641276,-77.360126,1,North Carolina,Pitt,Not in a city,37-147-0006,1328
35.641276,-77.360126,3,North Carolina,Pitt,Not in a city,37-147-0006,1383
35.642943,-117.715066,1,California,Kern,Ridgecrest,06-029-0018,2635
35.651349,-88.809578,1,Tennessee,Madison,Jackson,47-113-0006,831
35.651349,-88.809578,2,Tennessee,Madison,Jackson,47-113-0006,847
35.651349,-88.809578,3,Tennessee,Madison,Jackson,47-113-0006,1197
35.65188,-87.0096,1,Tennessee,Maury,Columbia,47-119-2007,1372
35.65188,-87.0096,3,Tennessee,Maury,Columbia,47-119-2007,2950
35.671142,-105.954188,1,New Mexico,Santa Fe,Santa Fe,35-049-0020,1699
35.6725,-96.657222,1,Oklahoma,Lincoln,Stroud,40-081-9005,340
35.6725,-96.657222,2,Oklahoma,Lincoln,Stroud,40-081-9005,262
35.687406,-81.993808,1,North Carolina,McDowell,Marion,37-111-0004,1867
35.687406,-81.993808,2,North Carolina,McDowell,Marion,37-111-0004,631
35.705319,-88.81964,3,Tennessee,Madison,Jackson,47-113-0010,1621
35.721095,-84.343035,3,Tennessee,Loudon,Loudon,47-105-0109,2907
35.721095,-84.343035,4,Tennessee,Loudon,Loudon,47-105-0109,2446
35.7278,-81.3425,1,North Carolina,Catawba,Hickory,37-035-0006,239
35.7288,-78.6802,1,North Carolina,Wake,Not in a city,37-183-0020,702
35.728889,-81.365556,1,North Carolina,Catawba,Hickory,37-035-0004,3099
35.728889,-81.365556,2,North Carolina,Catawba,Hickory,37-035-0004,517
35.728889,-81.365556,3,North Carolina,Catawba,Hickory,37-035-0004,2525
35.728889,-81.365556,4,North Carolina,Catawba,Hickory,37-035-0004,3862
35.744539,-84.317057,1,Tennessee,Loudon,Loudon,47-105-0108,1015
35.750735,-94.669697,1,Oklahoma,Adair,Cherry Tree,40-001-9009,87
35.750735,-94.669697,2,Oklahoma,Adair,Cherry Tree,40-001-9009,1162
35.755372,-95.377916,1,Oklahoma,Muskogee,Muskogee,40-101-0169,1258
35.757222,-79.159722,1,North Carolina,Chatham,Pittsboro,37-037-0004,1740
35.757222,-79.159722,2,North Carolina,Chatham,Pittsboro,37-037-0004,27
35.768847,-83.942152,1,Tennessee,Blount,Maryville,47-009-0011,1434
35.768847,-83.942152,3,Tennessee,Blount,Maryville,47-009-0011,2704
35.77,-83.938889,1,Tennessee,Blount,Maryville,47-009-0005,38
35.77881,-80.30236,1,North Carolina,Davidson,Lexington,37-057-0003,191
35.785665,-115.357087,1,Nevada,Clark,Jean,32-003-1019,1696
35.785665,-115.357087,3,Nevada,Clark,Jean,32-003-1019,5949
35.790023,-78.619723,1,North Carolina,Wake,Raleigh,37-183-0015,466
35.81066,-76.9063,1,North Carolina,Martin,Jamesville,37-117-0001,1432
35.81066,-76.9063,3,North Carolina,Martin,Jamesville,37-117-0001,1387
35.8145,-80.2627,1,North Carolina,Davidson,Lexington,37-057-0002,2338
35.8145,-80.2627,2,North Carolina,Davidson,Lexington,37-057-0002,27
35.8145,-80.2627,3,North Carolina,Davidson,Lexington,37-057-0002,4823
35.837638,-90.679516,1,Arkansas,Craighead,Jonesboro,05-031-0005,139
35.838686,-90.708724,1,Arkansas,Craighead,Jonesboro,05-031-0001,346
35.838686,-90.708724,2,Arkansas,Craighead,Jonesboro,05-031-0001,193
35.84119,-80.24452,1,North Carolina,Davidson,Not in a city,37-057-0004,204
35.85408,-94.985964,1,Oklahoma,Cherokee,Park Hill,40-021-9002,446
35.85408,-94.985964,2,Oklahoma,Cherokee,Park Hill,40-021-9002,457
35.856111,-78.574167,1,North Carolina,Wake,Raleigh,37-183-0014,4856
35.856111,-78.574167,2,North Carolina,Wake,Raleigh,37-183-0014,685
35.856111,-78.574167,3,North Carolina,Wake,Raleigh,37-183-0014,8344
35.856111,-78.574167,5,North Carolina,Wake,Raleigh,37-183-0014,2280
35.856111,-78.574167,9,North Carolina,Wake,Raleigh,37-183-0014,270
35.8652,-78.8197,3,North Carolina,Wake,Not in a city,37-183-0021,3131
35.880404,-109.438003,1,Arizona,Apache,Nazlini (Trading Post),04-001-1235,564
35.880404,-109.438003,2,Arizona,Apache,Nazlini (Trading Post),04-001-1235,605
35.889824,-84.51713,1,Tennessee,Roane,Kingston,47-145-3009,131
35.889824,-84.51713,3,Tennessee,Roane,Kingston,47-145-3009,2818
35.892804,-106.0228,1,New Mexico,Santa Fe,Not in a city,35-049-9002,103
35.901944,-79.056667,1,North Carolina,Orange,Chapel Hill,37-135-0007,1033
35.902566,-84.524061,1,Tennessee,Roane,Not in a city,47-145-3005,71
35.902566,-84.524061,3,Tennessee,Roane,Not in a city,47-145-3005,2929
35.9049,-84.51157,1,Tennessee,Roane,Not in a city,47-145-3001,30
35.907121,-84.49709,1,Tennessee,Roane,Kingston,47-145-3008,72
35.907121,-84.49709,3,Tennessee,Roane,Kingston,47-145-3008,2864
35.912487,-82.062082,1,North Carolina,Mitchell,Spruce Pine,37-121-0004,472
35.912487,-82.062082,3,North Carolina,Mitchell,Spruce Pine,37-121-0004,3473
35.915278,-82.073333,1,North Carolina,Mitchell,Spruce Pine,37-121-0001,1646
35.915278,-82.073333,2,North Carolina,Mitchell,Spruce Pine,37-121-0001,310
35.916761,-84.503624,2,Tennessee,Roane,Not in a city,47-145-1001,250
35.916761,-84.503624,3,Tennessee,Roane,Not in a city,47-145-1001,2827
35.916761,-84.503624,4,Tennessee,Roane,Not in a city,47-145-1001,99
35.918102,-84.511151,1,Tennessee,Roane,Not in a city,47-145-3006,105
35.9255,-84.51657,3,Tennessee,Roane,Not in a city,47-145-3013,3107
35.92924,-89.900919,1,Arkansas,Mississippi,Blytheville,05-093-0007,550
35.93355,-77.75007,1,North Carolina,Edgecombe,Rocky Mount,37-065-0004,1177
35.939078,-84.542802,1,Tennessee,Roane,Harriman,47-145-0004,1412
35.939078,-84.542802,3,Tennessee,Roane,Harriman,47-145-0004,3008
35.944601,-84.03598,1,Tennessee,Knox,Knoxville,47-093-0028,2640
35.944601,-84.03598,2,Tennessee,Knox,Knoxville,47-093-0028,440
35.950237,-77.783464,1,North Carolina,Nash,Rocky Mount,37-127-0002,26
35.953488,-77.785533,1,North Carolina,Edgecombe,Rocky Mount,37-065-0003,361
35.953708,-96.004975,3,Oklahoma,Tulsa,Glenpool,40-143-0174,5495
35.955556,-79.998889,1,North Carolina,Guilford,High Point,37-081-1005,155
35.969848,-114.835007,3,Nevada,Clark,Boulder City,32-003-0602,242
35.978074,-83.950666,1,Tennessee,Knox,Knoxville,47-093-1017,4226
35.978074,-83.950666,2,Tennessee,Knox,Knoxville,47-093-1017,574
35.978074,-83.950666,3,Tennessee,Knox,Knoxville,47-093-1017,705
35.980675,-83.925773,1,Tennessee,Knox,Knoxville,47-093-1013,636
35.980675,-83.925773,3,Tennessee,Knox,Knoxville,47-093-1013,2581
35.987908,-115.148885,3,Nevada,Clark,Henderson,32-003-0299,184
35.991944,-78.896389,1,North Carolina,Durham,Durham,37-063-0001,2534
36.004733,-115.268517,3,Nevada,Clark,Enterprise,32-003-0044,608
36.019186,-83.87381,1,Tennessee,Knox,Knoxville,47-093-1020,4230
36.019186,-83.87381,3,Tennessee,Knox,Knoxville,47-093-1020,598
36.026612,-80.341962,1,North Carolina,Forsyth,Winston-Salem,37-067-0030,1373
36.026612,-80.341962,2,North Carolina,Forsyth,Winston-Salem,37-067-0030,227
36.026612,-80.341962,3,North Carolina,Forsyth,Winston-Salem,37-067-0030,2608
36.032955,-78.904037,1,North Carolina,Durham,Durham,37-063-0015,1528
36.032955,-78.904037,2,North Carolina,Durham,Durham,37-063-0015,67
36.032955,-78.904037,3,North Carolina,Durham,Durham,37-063-0015,4200
36.045831,-94.169183,1,Arkansas,Washington,Fayetteville,05-143-0004,205
36.048705,-115.052942,1,Nevada,Clark,Henderson,32-003-0298,844
36.048705,-115.052942,3,Nevada,Clark,Henderson,32-003-0298,5245
36.052024,-94.162704,1,Arkansas,Washington,Fayetteville,05-143-0003,307
36.05266,-89.382157,1,Tennessee,Dyer,Dyersburg,47-045-0004,1355
36.05266,-89.382157,3,Tennessee,Dyer,Dyersburg,47-045-0004,3032
36.06866,-80.00705,1,North Carolina,Guilford,Not in a city,37-081-0014,836
36.075833,-79.794444,1,North Carolina,Guilford,Greensboro,37-081-0009,740
36.075833,-79.794444,2,North Carolina,Guilford,Greensboro,37-081-0009,109
36.084239,-92.58683,1,Arkansas,Marion,Not in a city,05-089-0001,289
36.089004,-79.407821,1,North Carolina,Alamance,Burlington,37-001-0002,1569
36.100059,-86.734442,1,Tennessee,Davidson,Nashville,47-037-0025,830
36.102244,-119.56565,1,California,Kings,Corcoran,06-031-0004,1725
36.102244,-119.56565,3,California,Kings,Corcoran,06-031-0004,1712
36.102244,-119.56565,8,California,Kings,Corcoran,06-031-0004,2964
36.106389,-115.253333,3,Nevada,Clark,Spring Valley,32-003-0043,3333
36.107274,-97.059479,1,Oklahoma,Payne,Stillwater,40-119-0614,176
36.109006,-79.802314,1,North Carolina,Guilford,Greensboro,37-081-0013,3433
36.109006,-79.802314,2,North Carolina,Guilford,Greensboro,37-081-0013,536
36.109006,-79.802314,3,North Carolina,Guilford,Greensboro,37-081-0013,4017
36.11094,-80.224501,1,North Carolina,Forsyth,Winston-Salem,37-067-0022,5928
36.11094,-80.224501,2,North Carolina,Forsyth,Winston-Salem,37-067-0022,138
36.11094,-80.224501,3,North Carolina,Forsyth,Winston-Salem,37-067-0022,2587
36.118251,-86.873547,1,Tennessee,Davidson,Nashville,47-037-0036,3757
36.119819,-95.857767,1,Oklahoma,Tulsa,Tulsa,40-143-0131,1146
36.139707,-115.175654,3,Nevada,Clark,Las Vegas,32-003-1501,3318
36.14004,-95.925382,1,Oklahoma,Tulsa,Tulsa,40-143-0110,2892
36.14004,-95.925382,2,Oklahoma,Tulsa,Tulsa,40-143-0110,181
36.141875,-115.078742,1,Nevada,Clark,Sunrise Manor,32-003-0540,1254
36.141875,-115.078742,2,Nevada,Clark,Sunrise Manor,32-003-0540,419
36.141875,-115.078742,3,Nevada,Clark,Sunrise Manor,32-003-0540,6830
36.141875,-115.078742,4,Nevada,Clark,Sunrise Manor,32-003-0540,22
36.1424,-86.7341,1,Tennessee,Davidson,Nashville-Davidson (Remainder),47-037-0040,857
36.1424,-86.7341,2,Tennessee,Davidson,Nashville-Davidson (Remainder),47-037-0040,8
36.1424,-86.7341,3,Tennessee,Davidson,Nashville-Davidson (Remainder),47-037-0040,1413
36.158414,-98.931973,3,Oklahoma,Dewey,Seiling,40-043-0860,4932
36.158582,-115.111666,1,Nevada,Clark,Las Vegas,32-003-0560,1477
36.158582,-115.111666,2,Nevada,Clark,Las Vegas,32-003-0560,248
36.163962,-115.11393,1,Nevada,Clark,Las Vegas,32-003-0561,2551
36.163962,-115.11393,2,Nevada,Clark,Las Vegas,32-003-0561,543
36.163962,-115.11393,3,Nevada,Clark,Las Vegas,32-003-0561,6254
36.16976,-115.263038,3,Nevada,Clark,Las Vegas,32-003-0071,1154
36.171527,-80.281717,1,North Carolina,Forsyth,Winston-Salem,37-067-0024,574
36.173415,-115.332728,3,Nevada,Clark,Las Vegas,32-003-0073,1152
36.173672,-85.50942,1,Tennessee,Putnam,Cookeville,47-141-0001,739
36.176382,-86.7389,1,Tennessee,Davidson,Nashville,47-037-0023,4782
36.176382,-86.7389,2,Tennessee,Davidson,Nashville,47-037-0023,989
36.176382,-86.7389,3,Tennessee,Davidson,Nashville,47-037-0023,2298
36.176382,-86.7389,4,Tennessee,Davidson,Nashville,47-037-0023,595
36.1797,-94.116827,1,Arkansas,Washington,Springdale,05-143-0005,1603
36.185702,-85.492107,1,Tennessee,Putnam,Cookeville,47-141-0005,693
36.185702,-85.492107,3,Tennessee,Putnam,Cookeville,47-141-0005,3041
36.191251,-115.122953,1,Nevada,Clark,North Las Vegas,32-003-2002,1245
36.191251,-115.122953,3,Nevada,Clark,North Las Vegas,32-003-2002,3571
36.204902,-95.976537,1,Oklahoma,Tulsa,Tulsa,40-143-1127,5253
36.204902,-95.976537,2,Oklahoma,Tulsa,Tulsa,40-143-1127,552
36.204902,-95.976537,3,Oklahoma,Tulsa,Tulsa,40-143-1127,5548
36.209286,-121.126371,3,California,Monterey,King City,06-053-0008,6834
36.214465,-115.091437,3,Nevada,Clark,Not in a city,32-003-2003,122
36.221944,-81.663056,1,North Carolina,Watauga,Boone,37-189-0003,1666
36.221944,-81.663056,3,North Carolina,Watauga,Boone,37-189-0003,344
36.228408,-95.249943,1,Oklahoma,Mayes,Not in a city,40-097-9014,238
36.229601,-76.293825,1,North Carolina,Pasquotank,Elizabeth City,37-139-0002,406
36.270592,-115.238282,3,Nevada,Clark,Las Vegas,32-003-0075,2601
36.29756,-86.653137,1,Tennessee,Sumner,Hendersonville,47-165-0007,1880
36.29756,-86.653137,2,Tennessee,Sumner,Hendersonville,47-165-0007,1478
36.29756,-86.653137,3,Tennessee,Sumner,Hendersonville,47-165-0007,2988
36.304718,-95.310863,1,Oklahoma,Mayes,Pryor (corporate name Pryor Creek),40-097-0186,1295
36.307033,-79.467417,1,North Carolina,Caswell,Not in a city,37-033-0001,1333
36.307033,-79.467417,3,North Carolina,Caswell,Not in a city,37-033-0001,2678
36.31567,-119.643447,3,California,Kings,Hanford,06-031-1004,7945
36.332178999999996,-119.291228,1,California,Tulare,Visalia,06-107-2002,2410
36.332178999999996,-119.291228,3,California,Tulare,Visalia,06-107-2002,225
36.338056,-96.793611,1,Oklahoma,Pawnee,Not in a city,40-117-9007,169
36.338056,-96.793611,2,Oklahoma,Pawnee,Not in a city,40-117-9007,83
36.357786,-115.362234,1,Nevada,Clark,Not in a city,32-003-8000,3746
36.383359,-105.5839,1,New Mexico,Taos,Taos,35-055-0005,2542
36.39103,-114.907429,1,Nevada,Clark,Not in a city,32-003-0022,449
36.420311,-97.88728,1,Oklahoma,Garfield,Enid,40-047-0554,647
36.420311,-97.88728,2,Oklahoma,Garfield,Enid,40-047-0554,325
36.435172,-94.229248,1,Arkansas,Benton,Bella Vista,05-007-0003,146
36.459691,-94.205662,1,Arkansas,Benton,Bella Vista,05-007-0002,143
36.48187,-121.73333,3,California,Monterey,Carmel Valley Village,06-053-0002,6862
36.487823,-117.871036,1,California,Inyo,Keeler,06-027-1003,2291
36.487823,-117.871036,2,California,Inyo,Keeler,06-027-1003,524
36.487823,-117.871036,3,California,Inyo,Keeler,06-027-1003,8389
36.511708,-77.655389,3,North Carolina,Northampton,Gaston,37-131-0003,1311
36.512368,-95.882622,3,Oklahoma,Washington,Copan,40-147-0217,2374
36.514627,-87.328041,1,Tennessee,Montgomery,Clarksville,47-125-1009,2435
36.514627,-87.328041,3,Tennessee,Montgomery,Clarksville,47-125-1009,1574
36.538761,-82.521599,1,Tennessee,Sullivan,Kingsport,47-163-1007,1442
36.538761,-82.521599,2,Tennessee,Sullivan,Kingsport,47-163-1007,321
36.538761,-82.521599,3,Tennessee,Sullivan,Kingsport,47-163-1007,3044
36.595556,-118.049167,1,California,Inyo,Lone Pine,06-027-1018,364
36.608,-82.1641,1,Virginia,Bristol City,Bristol,51-520-0006,2533
36.60843,-83.73694,1,Kentucky,Bell,Middlesborough (corporate name for Middlesboro),21-013-0002,1221
36.60843,-83.73694,3,Kentucky,Bell,Middlesborough (corporate name for Middlesboro),21-013-0002,361
36.611411,-87.384666,3,Tennessee,Montgomery,Clarksville,47-125-2001,1620
36.625,-87.169167,1,Tennessee,Montgomery,Not in a city,47-125-1010,168
36.634225,-120.382331,3,California,Fresno,Not in a city,06-019-2009,8188
36.662778,-97.074444,1,Oklahoma,Kay,Ponca City,40-071-9003,238
36.662778,-97.074444,2,Oklahoma,Kay,Ponca City,40-071-9003,217
36.694261,-121.623271,1,California,Monterey,Salinas,06-053-1003,618
36.694261,-121.623271,2,California,Monterey,Salinas,06-053-1003,929
36.694261,-121.623271,3,California,Monterey,Salinas,06-053-1003,8263
36.697186,-97.08135,3,Oklahoma,Kay,Ponca City,40-071-0604,6521
36.704761,-97.087656,1,Oklahoma,Kay,Ponca City,40-071-0602,608
36.710833,-119.7775,3,California,Fresno,Fresno,06-019-2016,1257
36.72639,-119.733,1,California,Fresno,Fresno,06-019-5025,2031
36.72639,-119.733,3,California,Fresno,Fresno,06-019-5025,411
36.727503,-108.221463,1,New Mexico,San Juan,Farmington,35-045-0006,1044
36.774162,-108.165034,1,New Mexico,San Juan,Farmington,35-045-0019,803
36.774162,-108.165034,2,New Mexico,San Juan,Farmington,35-045-0019,547
36.781333,-119.77319,1,California,Fresno,Fresno,06-019-0008,3942
36.781333,-119.77319,2,California,Fresno,Fresno,06-019-0008,769
36.781333,-119.77319,3,California,Fresno,Fresno,06-019-0008,200
36.78538,-119.77321,1,California,Fresno,Fresno,06-019-0011,3028
36.78538,-119.77321,2,California,Fresno,Fresno,06-019-0011,422
36.78538,-119.77321,3,California,Fresno,Fresno,06-019-0011,5797
36.78538,-119.77321,4,California,Fresno,Fresno,06-019-0011,5163
36.804037,-76.272162,1,Virginia,Chesapeake City,Chesapeake,51-550-0012,1278
36.815897,-114.050347,3,Nevada,Clark,Mesquite,32-003-0024,412
36.819449,-119.716433,1,California,Fresno,Clovis,06-019-5001,1720
36.819449,-119.716433,3,California,Fresno,Clovis,06-019-5001,8326
36.841883,-76.181233,1,Virginia,Virginia Beach City,Virginia Beach,51-810-0008,5604
36.843425,-121.3621,1,California,San Benito,Hollister,06-069-0002,181
36.843425,-121.3621,3,California,San Benito,Hollister,06-069-0002,8222
36.85555,-76.30135,1,Virginia,Norfolk City,Norfolk,51-710-0024,2539
36.85555,-76.30135,2,Virginia,Norfolk City,Norfolk,51-710-0024,680
36.91171,-87.323337,1,Kentucky,Christian,Not in a city,21-047-0006,2325
36.91171,-87.323337,3,Kentucky,Christian,Not in a city,21-047-0006,538
36.91841,-95.632286,3,Oklahoma,Nowata,South Coffeyville,40-105-0207,1418
36.922222,-94.838889,1,Oklahoma,Ottawa,Miami,40-115-9004,627
